# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:15:36 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
loc_rowid,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass
4525,9643043,FALSE POSITIVE,84.806281800,9.00060,9.9360e+03,0.391951,36.51,0.3635,88.26,388.0,5.33,5735.00,0.8530,0.8890
4526,8151055,CONFIRMED,29.963281600,2.60000,8.9320e+02,0.032143,2.24,0.1614,89.04,391.0,5.55,4463.00,0.6380,0.6240
4527,7177555,FALSE POSITIVE,17.996437160,4.16400,3.6923e+04,0.413590,30.08,0.1167,87.74,468.0,11.31,4438.00,0.6660,0.6530
4528,3348082,CONFIRMED,11.634860090,5.46600,2.9230e+02,0.015413,2.61,0.1011,89.82,961.0,201.96,5570.00,1.5480,1.0190
4529,4996057,CANDIDATE,4.830236400,7.98300,2.2500e+01,0.004300,1.06,0.0536,85.93,1453.0,1052.42,5086.00,2.2470,0.8770
4530,8349399,CANDIDATE,56.446465000,7.37100,1.4790e+02,0.012893,1.57,0.2871,88.33,522.0,17.50,5995.00,1.1170,0.9880
4531,6043562,CANDIDATE,31.420211100,4.02100,3.9050e+02,0.017729,1.45,0.1824,89.93,471.0,11.60,5269.00,0.7480,0.8220
4532,10615440,CONFIRMED,10.811831700,2.62700,7.6800e+01,0.009500,1.24,0.0994,86.49,922.0,170.74,6025.00,1.1960,1.1190
4533,4919550,CANDIDATE,5.566766090,1.81200,1.7380e+02,0.011989,1.12,0.0574,88.98,859.0,128.51,5032.00,0.8590,0.8100
4534,5802292,FALSE POSITIVE,1.208528832,1.33600,1.8080e+02,0.012387,1.25,0.0223,89.68,1725.0,2084.15,6072.00,0.9230,1.0050
4535,5126932,FALSE POSITIVE,208.187117850,2.54040,3.9470e+02,0.018221,1.99,0.6889,89.97,307.0,2.10,5780.00,1.0000,1.0000
4536,10034146,FALSE POSITIVE,0.931985040,2.04720,3.2660e+02,0.208884,17.72,0.0167,31.88,1647.0,1734.47,5470.00,0.7770,0.7100
4537,4175105,FALSE POSITIVE,0.608185080,0.90900,1.4470e+02,0.843141,96.03,0.0137,26.59,2298.0,6637.90,5981.00,1.0430,0.9330
4538,5645170,CANDIDATE,5.386137150,1.94300,1.6930e+02,0.011945,0.86,0.0542,89.46,846.0,121.37,5516.00,0.6560,0.7400
4539,8216763,CANDIDATE,13.296504400,5.68000,1.3340e+02,0.013087,0.88,0.0948,83.76,488.0,13.42,4352.00,0.6130,0.6400
4540,9110610,CANDIDATE,21.842030400,3.84300,7.9500e+01,0.008228,2.01,0.1622,89.72,1016.0,251.46,6194.00,2.2410,1.1890
4541,2437897,FALSE POSITIVE,1.653201440,1.52500,1.3210e+02,0.010218,0.74,0.0237,88.98,1059.0,296.80,4544.00,0.6610,0.6470
4542,9307966,FALSE POSITIVE,3.374875410,3.08500,5.3800e+01,0.006825,0.75,0.0451,87.14,1287.0,649.96,6181.00,1.0060,1.0740
4543,5556726,FALSE POSITIVE,0.962825082,2.84640,1.1810e+02,0.009628,5.18,0.0216,88.11,3265.0,26811.24,4898.00,4.9280,1.4430
4544,2554853,FALSE POSITIVE,309.494217000,13.71600,2.9200e+02,0.015842,2.79,0.9402,89.95,399.0,6.01,6908.00,1.6140,1.1550
4545,5208962,CANDIDATE,0.876850385,1.53400,5.9200e+01,0.007055,1.35,0.0197,89.36,2543.0,9858.55,6102.00,1.7560,1.3200
4546,7889486,FALSE POSITIVE,24.238251900,2.70300,4.6550e+02,0.022182,2.19,0.1642,88.88,597.0,29.92,5763.00,0.9040,1.0020
4547,7889486,FALSE POSITIVE,24.241610300,5.13700,3.2340e+02,0.016319,1.61,0.1642,89.89,596.0,29.92,5763.00,0.9040,1.0020
4548,4742188,CANDIDATE,413.518560000,10.39500,3.9110e+02,0.018088,1.96,1.0911,90.00,254.0,0.98,6031.00,0.9920,1.0120
4549,8301878,CANDIDATE,20.710636800,2.69300,1.4250e+02,0.011371,1.12,0.1421,89.27,626.0,36.18,5631.00,0.9010,0.8900
4550,8233802,FALSE POSITIVE,69.378859700,3.80700,5.3040e+02,0.021708,2.07,0.3241,89.74,421.0,7.40,5806.00,0.8740,0.9430
4551,7510820,CONFIRMED,29.349385200,4.31300,6.5920e+02,0.025610,2.02,0.1715,88.82,451.0,9.81,4987.00,0.7220,0.7840
4552,10221505,CANDIDATE,3.436331330,0.67500,4.7350e+02,0.020187,1.44,0.0384,89.83,945.0,188.22,5201.00,0.6510,0.6380
4553,6116035,FALSE POSITIVE,449.572740000,9.32800,2.2140e+02,0.013581,3.08,1.1848,89.95,333.0,2.89,5691.00,2.0790,1.0960
4554,8958359,FALSE POSITIVE,245.059374000,9.54900,1.6500e+02,0.011831,1.63,0.7065,89.95,356.0,3.81,6036.00,1.2650,0.7810
4555,11658036,CANDIDATE,142.703888000,5.80800,2.2550e+02,0.013885,1.95,0.5812,89.98,440.0,8.88,6701.00,1.2890,1.2920
4556,8397947,CANDIDATE,3.380805370,3.27500,2.0090e+02,0.012949,1.69,0.0461,89.52,1362.0,814.73,6072.00,1.1930,1.1460
4557,6665860,CANDIDATE,10.471619400,4.51200,1.2390e+02,0.010136,1.74,0.0966,89.40,1035.0,271.12,5812.00,1.5740,1.0950
4558,7983117,CONFIRMED,11.495002290,7.60200,5.1400e+01,0.007853,1.53,0.1038,79.67,1105.0,351.79,6033.00,1.7880,1.1270
4559,5480884,FALSE POSITIVE,0.708726708,0.75300,3.1360e+02,0.016379,0.92,0.0125,87.73,1302.0,684.35,4607.00,0.5150,0.5220
4560,12506417,FALSE POSITIVE,283.726750000,15.49000,8.4600e+01,0.008566,1.18,0.8865,89.95,341.0,3.20,6496.00,1.2570,1.1530
4561,10187563,FALSE POSITIVE,373.606830000,8.75200,5.3480e+02,0.022031,2.50,1.0494,89.88,271.0,1.28,6184.00,1.0380,1.1000
4562,5769810,CANDIDATE,6.787881130,2.26000,7.3100e+01,0.007896,2.44,0.0835,89.95,1679.0,1875.92,6537.00,2.8290,1.6770
4563,12071754,CANDIDATE,5.474551670,3.71000,7.3200e+01,0.009788,1.40,0.0603,78.05,1155.0,419.95,5611.00,1.3120,0.9720
4564,10384298,CANDIDATE,3.438610670,1.26400,4.6800e+01,0.006575,1.01,0.0435,87.79,1348.0,779.48,5383.00,1.4010,0.9260
4565,3109550,CANDIDATE,4.875476500,1.90200,3.9600e+01,0.005681,0.80,0.0546,89.75,1180.0,458.62,5513.00,1.2860,0.9110
4566,5544450,FALSE POSITIVE,4.293888080,3.61800,1.1060e+02,0.009763,1.68,0.0571,88.24,1532.0,1302.16,6615.00,1.5740,1.3430
4567,9307105,FALSE POSITIVE,13.543788400,5.70760,6.6087e+03,0.371471,32.21,0.1066,82.33,658.0,44.22,5463.00,0.7940,0.8830
4568,6880517,CONFIRMED,65.649100100,7.29800,9.8390e+02,0.028187,2.52,0.3094,89.97,390.0,5.48,5436.00,0.8190,0.9190
4569,6615511,CONFIRMED,25.159338900,5.19800,3.5810e+02,0.017285,1.76,0.1694,89.95,619.0,34.70,5973.00,0.9350,1.0240
4570,6131130,CANDIDATE,10.507178100,2.68000,2.7180e+02,0.014877,1.41,0.0867,89.55,737.0,69.76,5290.00,0.8650,0.7880
4571,3632089,CONFIRMED,31.778756400,8.09300,2.6200e+02,0.014837,1.50,0.1803,89.43,564.0,23.96,5638.00,0.9280,0.7730
4572,4742452,CANDIDATE,5.439803300,3.25600,8.5500e+01,0.008465,1.00,0.0634,89.39,1112.0,361.47,6108.00,1.0800,1.1470
4573,9959494,FALSE POSITIVE,1.332568744,3.75500,2.4100e+01,0.004874,0.58,0.0245,67.90,1941.0,3346.25,6620.00,1.0810,1.0970
4574,8397947,CONFIRMED,9.019471400,5.92000,1.9160e+02,0.012789,1.07,0.0800,88.81,789.0,91.74,5775.00,0.7680,0.8380
4575,7906892,CANDIDATE,8.849394800,6.92800,4.3800e+01,0.006766,0.82,0.0839,81.87,978.0,216.18,6095.00,1.1100,1.0040
4576,4277304,CANDIDATE,51.567801000,5.51400,2.1010e+02,0.013584,1.30,0.2540,89.48,433.0,8.30,5285.00,0.8760,0.8210
4577,8626325,CANDIDATE,16.449151500,6.69600,7.0900e+01,0.009018,2.75,0.1437,84.91,1036.0,272.90,5334.00,2.7890,1.4640
4578,3098605,CANDIDATE,0.428046051,0.77600,1.2600e+02,0.010262,0.87,0.0104,89.45,2017.0,3877.26,5285.00,0.7750,0.8050
4579,11456405,FALSE POSITIVE,0.814278961,2.08700,7.2000e+01,0.007855,0.76,0.0170,80.66,1762.0,2284.94,5537.00,0.8860,0.9890
4580,8320630,CANDIDATE,19.254536000,4.75400,1.8600e+02,0.013911,1.32,0.1390,87.57,625.0,36.02,5668.00,0.8680,0.9630
4581,4544684,FALSE POSITIVE,2.189075100,2.36500,9.4800e+01,0.008963,0.87,0.0327,89.62,1399.0,906.20,6077.00,0.8910,0.9740
4582,9005321,CANDIDATE,384.696100000,6.16700,7.8700e+02,0.026101,1.78,0.8823,89.95,157.0,0.14,4228.00,0.6230,0.6180
4583,8975368,FALSE POSITIVE,2.426498620,2.01400,2.9200e+01,0.005252,0.75,0.0347,84.42,1638.0,1705.27,6033.00,1.3160,0.9480
4584,9291039,FALSE POSITIVE,8.808541830,34.75640,1.7470e+02,0.020370,2.69,0.0853,26.19,1000.0,236.05,6017.00,1.2100,1.0640
4585,5168498,FALSE POSITIVE,219.747350000,22.48000,1.9040e+02,0.012462,3.24,0.6692,89.93,427.0,7.82,5127.00,2.3800,0.8250
4586,10489539,FALSE POSITIVE,19.763987400,12.31900,5.1300e+01,0.006734,1.19,0.1489,87.41,900.0,155.45,6195.00,1.6170,1.1270
4587,9569711,CONFIRMED,6.059198810,1.36500,1.5420e+02,0.011561,1.21,0.0646,89.19,976.0,214.55,5734.00,0.9620,0.9770
4588,12314973,CONFIRMED,7.514396700,4.86500,3.6300e+01,0.005597,0.96,0.0820,87.91,1199.0,488.52,6206.00,1.5730,1.3050
4589,3348082,CONFIRMED,33.198176100,4.70900,3.3670e+02,0.018978,3.21,0.2034,88.53,678.0,49.90,5570.00,1.5480,1.0190
4590,3632089,CONFIRMED,5.327841570,4.69600,8.7200e+01,0.008500,0.86,0.0548,89.24,1023.0,259.32,5638.00,0.9280,0.7730
4591,5563300,CANDIDATE,71.054575550,1.91620,4.8532e+03,0.062584,5.91,0.3102,89.99,390.0,5.45,5290.00,0.8650,0.7880
4592,12253769,CANDIDATE,20.551272200,4.63900,1.9120e+02,0.016358,1.64,0.1416,85.71,607.0,32.01,5401.00,0.9180,0.8940
4593,12735830,CONFIRMED,31.827649000,1.63900,5.2000e+02,0.023361,4.98,0.1939,89.54,668.0,47.21,4774.00,1.9540,0.9590
4594,8054719,CANDIDATE,7.586158700,4.32000,1.1680e+02,0.011302,1.07,0.0693,83.20,928.0,175.29,5934.00,0.8710,0.7670
4595,6592335,CONFIRMED,0.824000125,0.85500,1.8310e+02,0.013728,0.42,0.0113,80.79,746.0,73.09,3396.00,0.2800,0.2800
4596,5651829,FALSE POSITIVE,0.772152075,1.78000,4.3600e+01,0.019555,4.44,0.0163,26.08,2966.0,18277.60,5951.00,2.0800,0.9670
4597,4762283,CANDIDATE,42.049523793,2.13720,6.0790e+02,0.022658,1.19,0.1860,89.91,303.0,2.00,4281.00,0.4800,0.4850
4598,9094763,FALSE POSITIVE,1.084698710,4.07700,1.2400e+02,0.010794,1.11,0.0209,67.17,1757.0,2247.25,5942.00,0.9380,1.0280
4599,3849187,CANDIDATE,6.601800030,2.62400,2.1340e+02,0.013259,1.25,0.0684,89.39,875.0,138.25,5591.00,0.8600,0.9770
4600,2976017,CANDIDATE,3.199380750,1.76100,7.6100e+01,0.008036,0.62,0.0390,88.86,1026.0,262.08,5483.00,0.7020,0.7790
4601,6786224,CANDIDATE,3.041851570,1.43400,6.9000e+01,0.007624,0.71,0.0400,89.37,1184.0,465.54,5802.00,0.8570,0.9220
4602,10338279,FALSE POSITIVE,5.660274452,0.90770,4.1410e+02,0.119898,11.02,0.0572,84.69,950.0,192.77,5615.00,0.8420,0.7780
4603,4851239,FALSE POSITIVE,1.235124290,4.22000,1.5200e+01,0.003674,0.38,0.0228,73.93,1642.0,1722.78,5798.00,0.9410,1.0380
4604,5009688,FALSE POSITIVE,1.381257093,1.12500,9.2300e+01,0.008874,1.10,0.0253,87.74,1728.0,2110.47,5861.00,1.1310,1.1300
4605,11072016,CANDIDATE,1.898731950,1.38200,7.8000e+01,0.008093,0.93,0.0310,88.91,1524.0,1279.95,5942.00,1.0500,1.1040
4606,3245969,CANDIDATE,11.391109630,2.74900,5.9340e+02,0.022856,1.90,0.0926,88.81,632.0,37.65,4999.00,0.7600,0.8140
4607,10057494,CONFIRMED,2.418101580,2.14400,4.6800e+01,0.006290,0.85,0.0368,89.89,1602.0,1555.96,6258.00,1.2390,1.1350
4608,7902003,CANDIDATE,7.130441170,2.56600,3.1900e+01,0.005193,1.18,0.0820,89.82,1400.0,908.79,6312.00,2.0740,1.4430
4609,6587796,CONFIRMED,33.420300100,5.30700,4.3660e+02,0.021125,2.46,0.2015,88.55,581.0,27.02,5731.00,1.0660,0.9770
4610,9489953,FALSE POSITIVE,58.343736200,22.48200,1.2668e+03,0.284985,93.55,0.3351,78.65,779.0,87.03,5896.00,3.0060,1.4720
4611,5305240,FALSE POSITIVE,1.070982122,1.25500,4.3400e+01,0.006260,0.98,0.0202,84.11,2122.0,4811.39,5717.00,1.4330,0.9640
4612,11905409,CANDIDATE,18.093900400,3.29400,4.6730e+02,0.020174,1.91,0.1330,89.34,665.0,46.21,5904.00,0.8670,0.9580
4613,9571186,CANDIDATE,34.952425600,1.71700,6.7700e+02,0.255517,21.74,0.1993,88.36,429.0,8.02,4921.00,0.7790,0.8640
4614,9838060,FALSE POSITIVE,23.815783560,3.75910,4.8567e+03,0.093998,8.40,0.1571,87.85,560.0,23.20,5561.00,0.8180,0.9150
4615,8554701,CONFIRMED,31.174831100,3.79000,2.0020e+02,0.012989,1.31,0.1942,89.99,585.0,27.62,6086.00,0.9210,1.0030
4616,5389632,FALSE POSITIVE,0.474811162,1.16900,2.0520e+02,0.013399,1.28,0.0118,81.32,2206.0,5603.32,5799.00,0.8780,0.9750
4617,9031209,CONFIRMED,47.056847600,5.22320,1.5312e+03,0.035150,2.84,0.2388,89.98,411.0,6.72,5288.00,0.7400,0.8280
4618,5951416,FALSE POSITIVE,367.732990000,10.15800,5.0390e+02,0.020645,2.10,0.9905,89.95,266.0,1.19,6225.00,0.9310,0.9580
4619,5612697,CANDIDATE,15.151640900,5.10500,1.9150e+02,0.012596,1.38,0.1201,89.56,736.0,69.25,5780.00,1.0000,1.0000
4620,8973285,CANDIDATE,7.421344400,2.36100,3.1590e+02,0.016313,1.73,0.0758,89.38,953.0,195.23,6032.00,0.9730,1.0550
4621,4645833,FALSE POSITIVE,0.743495989,2.25500,1.7280e+02,0.157758,11.82,0.0146,21.75,1617.0,1612.65,5345.00,0.6860,0.7470
4622,8940918,FALSE POSITIVE,1.405887031,1.18400,2.1600e+02,0.013330,0.95,0.0212,87.58,1086.0,329.99,4440.00,0.6530,0.6460
4623,3758922,CANDIDATE,17.741230300,4.81600,1.4470e+02,0.010924,1.14,0.1346,89.87,684.0,51.69,5817.00,0.9560,1.0320
4624,8360041,CANDIDATE,2.635276770,1.99700,7.0400e+01,0.008055,0.76,0.0354,85.28,1136.0,394.32,5215.00,0.8640,0.8540
4625,9827596,FALSE POSITIVE,1.457289970,3.58200,7.1300e+01,0.008377,0.93,0.0261,70.69,1665.0,1818.19,6063.00,1.0120,1.1170
4626,9782748,CANDIDATE,147.388124000,8.78100,9.0920e+02,0.027522,3.03,0.5661,90.00,356.0,3.78,6046.00,1.0070,1.1110
4627,2860656,CANDIDATE,4.114973570,3.02500,1.5410e+02,0.011539,1.17,0.0504,87.66,1137.0,395.27,6011.00,0.9270,1.0060
4628,6206559,FALSE POSITIVE,1.245331397,2.56600,3.8100e+01,0.005958,1.61,0.0251,77.31,2678.0,12115.45,6106.00,2.4770,1.3520
4629,5024429,FALSE POSITIVE,1.525937370,1.95800,1.5910e+02,0.012281,1.39,0.0268,81.36,1697.0,1963.41,6184.00,1.0380,1.1000
4630,9532117,FALSE POSITIVE,8.214299320,3.09900,7.0700e+01,0.008153,1.66,0.0832,87.50,1312.0,701.11,6277.00,1.8690,1.1380
4631,6928906,FALSE POSITIVE,1.549454860,6.69800,2.1800e+01,0.004360,1.34,0.0329,82.89,3006.0,19304.93,7382.00,2.8040,1.9760
4632,9821151,FALSE POSITIVE,8.429439910,2.44100,8.9100e+01,0.009648,1.19,0.0839,86.98,1029.0,265.39,6353.00,1.1320,1.1040
4633,8073705,CONFIRMED,10.600520830,4.50900,6.0900e+01,0.007690,1.09,0.0948,86.66,987.0,224.28,6035.00,1.3030,1.0090
4634,8330548,FALSE POSITIVE,0.957070100,2.75000,,,,,,,,,,
4635,4271474,CONFIRMED,21.863463800,3.54200,8.7100e+02,0.027476,2.37,0.1466,89.32,551.0,21.77,5383.00,0.7890,0.8850
4636,5130983,FALSE POSITIVE,86.439293100,6.53400,1.1751e+03,0.315734,35.31,0.3937,87.61,442.0,8.99,6208.00,1.0240,1.0860
4637,11497958,CONFIRMED,63.335471900,3.65100,9.8300e+02,0.028278,1.18,0.2279,89.99,202.0,0.39,3526.00,0.3830,0.3940
4638,11093538,FALSE POSITIVE,14.778209110,5.39500,1.0774e+04,0.389436,44.48,0.1219,84.18,809.0,101.07,6258.00,1.0460,1.1020
4639,11044779,FALSE POSITIVE,15.608629480,6.69570,3.4356e+04,0.435461,39.42,0.1191,85.48,648.0,41.71,5569.00,0.8290,0.9280
4640,6438379,FALSE POSITIVE,389.141150000,7.93000,3.4740e+02,0.017136,1.67,1.0198,89.95,250.0,0.92,6043.00,0.8940,0.9330
4641,9145415,FALSE POSITIVE,365.788630000,12.76000,8.8500e+02,0.026964,2.21,0.9272,89.95,215.0,0.50,5407.00,0.7520,0.7940
4642,4545926,FALSE POSITIVE,2.482661900,2.11500,3.7000e+01,0.006008,0.80,0.0367,83.28,1619.0,1627.36,6356.00,1.2250,1.0680
4643,9396760,FALSE POSITIVE,2.178119080,1.46800,7.4000e+01,0.008001,0.80,0.0328,88.24,1412.0,938.51,6039.00,0.9210,0.9920
4644,5119619,FALSE POSITIVE,1.112057870,1.45900,1.1870e+02,0.010031,1.02,0.0208,89.92,1799.0,2484.64,6098.00,0.9320,0.9760
4645,9582496,FALSE POSITIVE,224.447413000,4.98600,6.5100e+02,0.023516,2.05,0.6907,89.95,260.0,1.08,5489.00,0.7980,0.8720
4646,7094944,CANDIDATE,7.501974300,2.58200,2.4800e+02,0.014368,1.19,0.0678,88.75,709.0,59.73,4807.00,0.7580,0.7370
4647,3343281,FALSE POSITIVE,21.866092200,2.03000,3.0160e+02,0.015998,1.88,0.1565,89.96,730.0,67.15,6309.00,1.0770,1.0620
4648,2573108,FALSE POSITIVE,5.095060000,5.73000,2.3600e+01,0.004733,2.14,0.0717,82.09,2247.0,6030.14,6700.00,4.1460,1.8930
4649,6425597,CANDIDATE,29.120651900,2.89000,4.1550e+02,0.018650,1.60,0.1766,89.86,528.0,18.43,5671.00,0.7880,0.8720
4650,9885417,CONFIRMED,0.689967868,1.16880,1.2290e+02,0.009888,0.78,0.0141,88.50,1539.0,1336.82,4872.00,0.7260,0.8140
4651,3336476,FALSE POSITIVE,1.891322920,5.60700,1.6000e+01,0.003928,0.90,0.0376,69.35,2799.0,14532.55,8482.00,2.1060,1.9870
4652,10917433,CANDIDATE,6.912615360,2.35900,3.4400e+01,0.005657,0.64,0.0701,87.80,981.0,218.66,5761.00,1.0440,0.9600
4653,5091479,CANDIDATE,25.861605800,7.78000,1.2300e+02,0.011557,1.12,0.1685,86.44,613.0,33.37,6067.00,0.8840,0.9540
4654,9083564,FALSE POSITIVE,0.918420801,3.53300,5.6700e+01,0.007276,1.14,0.0191,67.51,2374.0,7502.50,6210.00,1.4340,1.0980
4655,7335713,FALSE POSITIVE,0.573709256,1.49320,1.3120e+02,0.011194,7.05,0.0159,72.66,4415.0,90258.45,5261.00,5.7690,1.6390
4656,8331612,CONFIRMED,13.835395900,4.96100,8.1800e+02,0.032720,3.78,0.1140,84.10,809.0,101.05,6020.00,1.0570,1.0300
4657,8874090,CANDIDATE,18.906092100,4.12500,3.7560e+02,0.017734,0.87,0.1088,89.99,336.0,3.03,3751.00,0.4500,0.4790
4658,8331612,CANDIDATE,25.697068800,3.73900,8.3500e+02,0.033204,3.83,0.1723,87.57,658.0,44.24,6020.00,1.0570,1.0300
4659,5185765,FALSE POSITIVE,46.943491100,1.36800,1.0070e+02,0.009291,1.57,0.2637,89.95,669.0,47.27,6253.00,1.5500,1.1070
4660,5965819,CONFIRMED,19.590610300,6.74500,2.9700e+02,0.016179,2.64,0.1456,88.43,819.0,106.48,5794.00,1.4960,1.0720
4661,5965819,CONFIRMED,8.239830410,5.61900,2.5100e+02,0.014368,2.35,0.0817,89.94,1093.0,338.17,5794.00,1.4960,1.0720
4662,8328916,CANDIDATE,6.078550000,3.40800,1.0270e+02,0.009391,1.14,0.0653,88.24,1115.0,365.15,6119.00,1.1140,1.0030
4663,11294883,FALSE POSITIVE,427.653340000,11.17000,1.5710e+02,0.011533,1.97,1.0738,89.95,284.0,1.53,5325.00,1.5650,0.9000
4664,3832474,FALSE POSITIVE,412.041857000,5.57200,1.9590e+03,0.039819,3.77,1.0794,89.95,217.0,0.52,5485.00,0.8670,0.9860
4665,10155029,CANDIDATE,2.131660527,1.85850,3.2200e+01,0.005172,0.56,0.0321,89.76,1438.0,1010.45,5849.00,0.9970,0.9670
4666,11618569,CANDIDATE,5.759021820,2.68700,7.0800e+01,0.007804,0.91,0.0654,88.79,1112.0,362.12,6247.00,1.0660,1.1220
4667,11973517,CANDIDATE,0.903763067,0.56200,2.6750e+02,0.015146,1.08,0.0158,89.38,1254.0,585.15,4430.00,0.6510,0.6380
4668,5471566,FALSE POSITIVE,0.962834800,2.25900,9.2800e+01,0.008812,0.81,0.0186,84.45,1648.0,1734.83,5559.00,0.8380,0.9170
4669,7345248,CANDIDATE,5.664944480,4.17300,4.6000e+01,0.006346,0.78,0.0593,87.09,1134.0,390.59,5888.00,1.1300,0.8650
4670,5814013,FALSE POSITIVE,1.570172490,2.25700,1.5840e+02,0.011441,0.82,0.0238,89.10,1232.0,543.06,5300.00,0.6600,0.7310
4671,7117355,FALSE POSITIVE,0.566798364,3.17200,3.8600e+01,0.005808,0.66,0.0135,69.68,2272.0,6280.34,5864.00,1.0400,1.0140
4672,5653072,FALSE POSITIVE,3.224526560,5.15600,5.7500e+01,0.006465,24.48,0.0421,88.81,4883.0,134353.84,3857.00,34.6740,0.9540
4673,2707985,FALSE POSITIVE,1.891274380,4.49100,3.2300e+01,0.005380,2.03,0.0378,79.69,3342.0,29488.85,7919.00,3.4600,2.0100
4674,9899141,FALSE POSITIVE,1.332569440,3.89000,2.0600e+01,0.004206,0.46,0.0236,79.25,1624.0,1636.72,5655.00,0.9980,0.9790
4675,8183288,CONFIRMED,66.650452100,5.74400,5.3690e+02,0.020972,1.56,0.2875,89.70,308.0,2.14,4550.00,0.6790,0.7130
4676,11305996,FALSE POSITIVE,55.700264200,4.28500,3.3270e+02,0.016079,1.18,0.2492,89.95,309.0,2.14,4267.00,0.6700,0.6620
4677,5965819,CONFIRMED,3.545530770,4.14300,1.1920e+02,0.009926,1.62,0.0466,88.75,1448.0,1039.47,5794.00,1.4960,1.0720
4678,6690171,CANDIDATE,85.062415700,4.69640,4.1901e+04,0.222476,21.26,0.3690,89.63,355.0,3.74,5223.00,0.8750,0.9230
4679,6859801,FALSE POSITIVE,10.882416555,5.46740,1.6630e+04,0.380234,29.69,0.0851,83.42,632.0,37.81,4946.00,0.7150,0.6940
4680,7767733,FALSE POSITIVE,25.198304390,5.19420,7.3834e+04,0.478535,46.14,0.1668,88.38,604.0,31.54,5955.00,0.8830,0.9720
4681,5193659,CANDIDATE,14.319641700,3.78100,2.1550e+02,0.013753,2.06,0.1144,88.78,850.0,123.37,5562.00,1.3730,0.9730
4682,5201593,FALSE POSITIVE,0.507276750,2.32000,2.1470e+02,0.013588,1.70,0.0132,75.24,2449.0,8524.12,5970.00,1.1430,1.1950
4683,6220312,CANDIDATE,5.273626800,5.29100,8.6100e+01,0.008831,0.89,0.0595,84.53,1014.0,249.68,5851.00,0.9180,1.0070
4684,6358937,CANDIDATE,24.504110300,6.06500,1.1950e+02,0.009779,1.03,0.1568,89.67,574.0,25.59,5250.00,0.9620,0.8540
4685,9007609,FALSE POSITIVE,1.316398648,1.16900,1.8250e+02,0.012402,1.09,0.0215,87.21,1374.0,842.93,5088.00,0.8060,0.7630
4686,11038580,FALSE POSITIVE,419.459600000,13.53000,1.3180e+02,0.010271,2.10,1.0899,89.95,303.0,2.00,5248.00,1.8690,0.9800
4687,7771181,CANDIDATE,9.972020230,1.42500,3.2970e+02,0.016575,1.26,0.0797,89.54,627.0,36.53,4810.00,0.6960,0.6770
4688,9509223,FALSE POSITIVE,14.200500700,5.23200,8.0600e+01,0.114161,13.28,0.1169,68.83,843.0,119.41,6332.00,1.0650,1.0480
4689,6720773,FALSE POSITIVE,1.318347743,0.87100,1.1320e+02,0.010037,1.23,0.0238,87.69,1861.0,2827.40,6143.00,1.1210,1.0250
4690,8056651,FALSE POSITIVE,5.583498700,2.48400,8.7400e+01,0.009401,1.41,0.0655,85.94,1317.0,711.41,6517.00,1.3750,1.2030
4691,4665991,FALSE POSITIVE,1.124010840,3.05200,4.3600e+01,0.006086,0.61,0.0212,83.86,1719.0,2058.79,5941.00,0.9110,1.0010
4692,10191036,FALSE POSITIVE,1.213746520,3.37100,2.8900e+01,0.005118,0.59,0.0225,76.24,1880.0,2945.61,6238.00,1.0490,1.0220
4693,8280511,CONFIRMED,5.249704320,2.74600,6.1900e+01,0.007159,0.67,0.0558,89.01,954.0,195.30,5528.00,0.8530,0.8380
4694,10420301,FALSE POSITIVE,45.433376900,6.35100,9.0580e+02,0.036504,2.23,0.2088,87.45,315.0,2.34,4371.00,0.5590,0.5870
4695,4366323,CANDIDATE,40.351170700,3.97000,5.3350e+02,0.020966,1.88,0.2230,89.94,479.0,12.46,5665.00,0.8200,0.9160
4696,2853029,CANDIDATE,72.933276200,3.82900,7.7040e+02,0.024847,2.45,0.3271,89.96,389.0,5.44,5316.00,0.9020,0.8750
4697,12156174,CONFIRMED,56.674666600,5.51600,8.8310e+02,0.028378,4.01,0.2836,89.44,522.0,17.59,5541.00,1.2950,0.9450
4698,4634135,FALSE POSITIVE,63.900594100,8.27890,1.7097e+04,0.374251,25.91,0.2677,88.29,353.0,3.68,5204.00,0.6340,0.6240
4699,6955671,CANDIDATE,12.687817600,4.26200,2.9300e+02,0.018899,2.16,0.1101,84.69,851.0,123.89,6258.00,1.0460,1.1020
